2020-03-19 19:22:51 | ERROR | MainProcess | test_thread | [rest_client._http_request] DELETE http://172.23.121.66:8091/settings/rbac/users/local/cbadminbucket body:  headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 404 reason: unknown b'"User was not found."' auth: Administrator:password
2020-03-19 20:13:52 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] POST http://172.23.121.66:8091/settings/indexes body: storageMode=forestdb headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 400 reason: unknown b'{"errors":{"storageMode":"The value must be one of the following: [plasma,memory_optimized]"}}' auth: Administrator:password
2020-03-19 20:14:08 | ERROR | MainProcess | test_thread | [rest_client._http_request] DELETE http://172.23.121.66:8091/settings/rbac/users/local/cbadminbucket body:  headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 404 reason: unknown b'"User was not found."' auth: Administrator:password
2020-03-19 20:14:14 | WARNING | MainProcess | Cluster_Thread | [task.check] vbucket map not ready after try 0
2020-03-19 20:14:17 | WARNING | MainProcess | Cluster_Thread | [task.check] vbucket map not ready after try 1
2020-03-19 20:14:20 | WARNING | MainProcess | Cluster_Thread | [task.check] vbucket map not ready after try 2
2020-03-19 20:14:23 | WARNING | MainProcess | Cluster_Thread | [task.check] vbucket map not ready after try 3
2020-03-19 20:14:27 | WARNING | MainProcess | Cluster_Thread | [task.check] vbucket map not ready after try 4
2020-03-19 20:14:30 | WARNING | MainProcess | Cluster_Thread | [task.check] vbucket map not ready after try 5
2020-03-19 20:40:58 | ERROR | MainProcess | test_thread | [rest_client._http_request] GET http://172.23.121.66:8091/pools/default body:  headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 404 reason: unknown b'"unknown pool"' auth: Administrator:password
2020-03-19 20:40:58 | ERROR | MainProcess | test_thread | [rest_client._http_request] GET http://172.23.121.66:8091/pools/default body:  headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 404 reason: unknown b'"unknown pool"' auth: Administrator:password
2020-03-19 20:41:00 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] GET http://172.23.121.66:8091/pools/default body:  headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 404 reason: unknown b'"unknown pool"' auth: Administrator:password
2020-03-19 20:41:02 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] POST http://172.23.121.66:8091/settings/indexes body: storageMode=forestdb headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 400 reason: unknown b'{"errors":{"storageMode":"The value must be one of the following: [plasma,memory_optimized]"}}' auth: Administrator:password
2020-03-19 20:41:04 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] POST http://172.23.121.66:8091/controller/addNode body: hostname=http%3A%2F%2F172.23.121.67%3A8091&user=Administrator&password=password&services=kv%2Cfts%2Cn1ql headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 500 reason: unknown b'["Unexpected server error, request logged."]' auth: Administrator:password
2020-03-19 20:41:04 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] socket error while connecting to http://172.23.121.66:8091/logs error [Errno 61] Connection refused 
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584675667115, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T20:41:07.115Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'mb_master', 'tstamp': 1584675667113, 'shortText': 'message', 'text': "I'm the only node, so I'm the master.", 'serverTime': '2020-03-19T20:41:07.113Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 1, 'module': 'menelaus_sup', 'tstamp': 1584675667094, 'shortText': 'web start ok', 'text': 'Couchbase Server has started on web port 8091 on node \'ns_1@172.23.121.66\'. Version: "6.5.1-6260-enterprise".', 'serverTime': '2020-03-19T20:41:07.094Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 2, 'module': 'ns_cookie_manager', 'tstamp': 1584675667076, 'shortText': 'cookie update', 'text': 'Node \'ns_1@172.23.121.66\' synchronized otp cookie {sanitized,\n                                                   <<"LgRcL7xl8VKTlrA9vAbTfPS0DdTGyEIbf7kr6yvvLJw=">>} from cluster', 'serverTime': '2020-03-19T20:41:07.076Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584675665734, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T20:41:05.734Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'mb_master', 'tstamp': 1584675665732, 'shortText': 'message', 'text': "I'm the only node, so I'm the master.", 'serverTime': '2020-03-19T20:41:05.732Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 1, 'module': 'menelaus_sup', 'tstamp': 1584675665710, 'shortText': 'web start ok', 'text': 'Couchbase Server has started on web port 8091 on node \'ns_1@172.23.121.66\'. Version: "6.5.1-6260-enterprise".', 'serverTime': '2020-03-19T20:41:05.710Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'ns_cluster', 'tstamp': 1584675663752, 'shortText': 'message', 'text': 'Change of address to "172.23.121.66" is requested.', 'serverTime': '2020-03-19T20:41:03.752Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'memcached_config_mgr', 'tstamp': 1584674931290, 'shortText': 'message', 'text': 'Hot-reloaded memcached.json for config change of the following keys: [<<"client_cert_auth">>,\n                                                                      <<"datatype_snappy">>,\n                                                                      <<"scramsha_fallback_salt">>]', 'serverTime': '2020-03-19T20:28:51.290Z'}
2020-03-19 20:41:07 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584674931283, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T20:28:51.283Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584675667115, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T20:41:07.115Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'mb_master', 'tstamp': 1584675667113, 'shortText': 'message', 'text': "I'm the only node, so I'm the master.", 'serverTime': '2020-03-19T20:41:07.113Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 1, 'module': 'menelaus_sup', 'tstamp': 1584675667094, 'shortText': 'web start ok', 'text': 'Couchbase Server has started on web port 8091 on node \'ns_1@172.23.121.66\'. Version: "6.5.1-6260-enterprise".', 'serverTime': '2020-03-19T20:41:07.094Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 2, 'module': 'ns_cookie_manager', 'tstamp': 1584675667076, 'shortText': 'cookie update', 'text': 'Node \'ns_1@172.23.121.66\' synchronized otp cookie {sanitized,\n                                                   <<"LgRcL7xl8VKTlrA9vAbTfPS0DdTGyEIbf7kr6yvvLJw=">>} from cluster', 'serverTime': '2020-03-19T20:41:07.076Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584675665734, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T20:41:05.734Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'mb_master', 'tstamp': 1584675665732, 'shortText': 'message', 'text': "I'm the only node, so I'm the master.", 'serverTime': '2020-03-19T20:41:05.732Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 1, 'module': 'menelaus_sup', 'tstamp': 1584675665710, 'shortText': 'web start ok', 'text': 'Couchbase Server has started on web port 8091 on node \'ns_1@172.23.121.66\'. Version: "6.5.1-6260-enterprise".', 'serverTime': '2020-03-19T20:41:05.710Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'ns_cluster', 'tstamp': 1584675663752, 'shortText': 'message', 'text': 'Change of address to "172.23.121.66" is requested.', 'serverTime': '2020-03-19T20:41:03.752Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'memcached_config_mgr', 'tstamp': 1584674931290, 'shortText': 'message', 'text': 'Hot-reloaded memcached.json for config change of the following keys: [<<"client_cert_auth">>,\n                                                                      <<"datatype_snappy">>,\n                                                                      <<"scramsha_fallback_salt">>]', 'serverTime': '2020-03-19T20:28:51.290Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584674931283, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T20:28:51.283Z'}
2020-03-19 20:41:08 | ERROR | MainProcess | Cluster_Thread | [rest_client.add_node] add_node error : b'["Unexpected server error, request logged."]'
2020-03-19 21:57:37 | ERROR | MainProcess | test_thread | [rest_client._http_request] GET http://172.23.121.66:8091/pools/default body:  headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 404 reason: unknown b'"unknown pool"' auth: Administrator:password
2020-03-19 21:57:38 | ERROR | MainProcess | test_thread | [rest_client._http_request] GET http://172.23.121.66:8091/pools/default body:  headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 404 reason: unknown b'"unknown pool"' auth: Administrator:password
2020-03-19 21:57:39 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] GET http://172.23.121.66:8091/pools/default body:  headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 404 reason: unknown b'"unknown pool"' auth: Administrator:password
2020-03-19 21:57:42 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] POST http://172.23.121.66:8091/settings/indexes body: storageMode=forestdb headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 400 reason: unknown b'{"errors":{"storageMode":"The value must be one of the following: [plasma,memory_optimized]"}}' auth: Administrator:password
2020-03-19 21:57:44 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] POST http://172.23.121.66:8091/controller/addNode body: hostname=http%3A%2F%2F172.23.121.67%3A8091&user=Administrator&password=password&services=kv%2Cfts%2Cn1ql headers: {'Content-Type': 'application/x-www-form-urlencoded', 'Authorization': 'Basic QWRtaW5pc3RyYXRvcjpwYXNzd29yZA==', 'Accept': '*/*'} error: 500 reason: unknown b'["Unexpected server error, request logged."]' auth: Administrator:password
2020-03-19 21:57:44 | ERROR | MainProcess | Cluster_Thread | [rest_client._http_request] socket error while connecting to http://172.23.121.66:8091/logs error [Errno 61] Connection refused 
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584680266928, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T21:57:46.928Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'mb_master', 'tstamp': 1584680266924, 'shortText': 'message', 'text': "I'm the only node, so I'm the master.", 'serverTime': '2020-03-19T21:57:46.924Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 1, 'module': 'menelaus_sup', 'tstamp': 1584680266909, 'shortText': 'web start ok', 'text': 'Couchbase Server has started on web port 8091 on node \'ns_1@172.23.121.66\'. Version: "6.5.1-6260-enterprise".', 'serverTime': '2020-03-19T21:57:46.909Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 2, 'module': 'ns_cookie_manager', 'tstamp': 1584680266890, 'shortText': 'cookie update', 'text': 'Node \'ns_1@172.23.121.66\' synchronized otp cookie {sanitized,\n                                                   <<"r8262XeQ8AEIXp05Z4DwD+Ka8d6+o3pwo6+5UY/ECPA=">>} from cluster', 'serverTime': '2020-03-19T21:57:46.890Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584680265594, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T21:57:45.594Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'mb_master', 'tstamp': 1584680265592, 'shortText': 'message', 'text': "I'm the only node, so I'm the master.", 'serverTime': '2020-03-19T21:57:45.592Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 1, 'module': 'menelaus_sup', 'tstamp': 1584680265564, 'shortText': 'web start ok', 'text': 'Couchbase Server has started on web port 8091 on node \'ns_1@172.23.121.66\'. Version: "6.5.1-6260-enterprise".', 'serverTime': '2020-03-19T21:57:45.564Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'ns_cluster', 'tstamp': 1584680263610, 'shortText': 'message', 'text': 'Change of address to "172.23.121.66" is requested.', 'serverTime': '2020-03-19T21:57:43.610Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'memcached_config_mgr', 'tstamp': 1584675795840, 'shortText': 'message', 'text': 'Hot-reloaded memcached.json for config change of the following keys: [<<"client_cert_auth">>,\n                                                                      <<"datatype_snappy">>,\n                                                                      <<"scramsha_fallback_salt">>]', 'serverTime': '2020-03-19T20:43:15.840Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584675795839, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T20:43:15.839Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584680266928, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T21:57:46.928Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'mb_master', 'tstamp': 1584680266924, 'shortText': 'message', 'text': "I'm the only node, so I'm the master.", 'serverTime': '2020-03-19T21:57:46.924Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 1, 'module': 'menelaus_sup', 'tstamp': 1584680266909, 'shortText': 'web start ok', 'text': 'Couchbase Server has started on web port 8091 on node \'ns_1@172.23.121.66\'. Version: "6.5.1-6260-enterprise".', 'serverTime': '2020-03-19T21:57:46.909Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 2, 'module': 'ns_cookie_manager', 'tstamp': 1584680266890, 'shortText': 'cookie update', 'text': 'Node \'ns_1@172.23.121.66\' synchronized otp cookie {sanitized,\n                                                   <<"r8262XeQ8AEIXp05Z4DwD+Ka8d6+o3pwo6+5UY/ECPA=">>} from cluster', 'serverTime': '2020-03-19T21:57:46.890Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'auto_failover', 'tstamp': 1584680265594, 'shortText': 'message', 'text': 'Enabled auto-failover with timeout 120 and max count 1', 'serverTime': '2020-03-19T21:57:45.594Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 0, 'module': 'mb_master', 'tstamp': 1584680265592, 'shortText': 'message', 'text': "I'm the only node, so I'm the master.", 'serverTime': '2020-03-19T21:57:45.592Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@172.23.121.66', 'type': 'info', 'code': 1, 'module': 'menelaus_sup', 'tstamp': 1584680265564, 'shortText': 'web start ok', 'text': 'Couchbase Server has started on web port 8091 on node \'ns_1@172.23.121.66\'. Version: "6.5.1-6260-enterprise".', 'serverTime': '2020-03-19T21:57:45.564Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'ns_cluster', 'tstamp': 1584680263610, 'shortText': 'message', 'text': 'Change of address to "172.23.121.66" is requested.', 'serverTime': '2020-03-19T21:57:43.610Z'}
2020-03-19 21:57:47 | ERROR | MainProcess | Cluster_Thread | [rest_client.print_UI_logs] {'node': 'ns_1@cb.local', 'type': 'info', 'code': 0, 'module': 'memcached_config_mgr', 'tstamp': 1584675795840, 'shortText': 'message', 'text': 'Hot-reloaded memcached.json for config change of the following keys: [<<"client_cert_auth">>,\n                                                                      <<"datatype_snappy">>,\n                                                                      <<"scramsha_fallback_salt">>]', 'serverTime': '2020-03-19T20:43:15.840Z'}
